"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","2.897708","0","4"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","39","11","2","34.274815","0","151"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.714385","0","2"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","21","4","4","1","3.038531","0","4"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","21","54","8","1","53.104095","0","268"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","10.160209","0","18"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","10","10","1","5.805106","0","18"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","9","1","75.501152","0","469"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","290","9","1","330.732513","0","5323"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","892","11","1","882.884705","0","38304"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","27","4","1","25.357880","0","192"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","28","28","6","18.688175","0","29"
"/Engine/EngineMaterials/BlinkingCaret.BlinkingCaret","21","4","1","1","3.293331","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","4","1","1","2.586396","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","4","1","1","2.537814","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","1.438906","0","2"
"/Engine/EngineDebugMaterials/HeatmapMaterial.HeatmapMaterial","21","4","1","1","3.172049","0","11"
"/Engine/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.MAT_LevelColorationLitLightmapUV","21","0","840","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","0","90","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","0","90","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","54","11","1","61.128750","0","207"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","114","11","1","143.967239","0","822"
"/Game/LevelPrototyping/Materials/M_PrototypeMovebleGrid.M_PrototypeMovebleGrid","21","50","11","1","57.316162","0","199"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","100","22","2","119.579041","0","398"
"/Engine/EditorMaterials/GeometryCollection/SelectedGeometryMaterial.SelectedGeometryMaterial","21","4","4","1","3.454641","0","4"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","0","2","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","24","0","44","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","24","0","54","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","24","0","44","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","0","40","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","0","20","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","0","150","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","24","0","70","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","90","7","1","89.040306","0","719"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","40","8","1","40.840832","0","152"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","1.662490","0","2"
"/Engine/EditorMaterials/Cloth/CameraLitDoubleSided.CameraLitDoubleSided","24","4","4","1","2.771816","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","2.884620","0","4"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","4","1","3.082348","0","4"
"/ControlRig/M_Manip.M_Manip","24","4","4","1","2.892848","0","4"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","39","20","2","35.415401","0","117"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","1.729834","0","2"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","24","4","4","1","3.061741","0","4"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","24","54","8","1","52.355396","0","268"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","10","1","9.797800","0","18"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","10","10","1","5.838324","0","18"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","9","1","71.812729","0","469"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","290","10","1","332.251434","0","4630"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","892","11","1","869.753479","0","38304"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","27","3","1","25.599333","0","189"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","28","28","6","18.423620","0","29"
"/Engine/EngineMaterials/BlinkingCaret.BlinkingCaret","24","4","1","1","3.234766","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","4","2","1","2.531405","0","11"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","4","1","1","2.523432","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","1.470077","0","3"
"/Engine/EngineDebugMaterials/HeatmapMaterial.HeatmapMaterial","24","4","1","1","3.254674","0","13"
"/Engine/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.MAT_LevelColorationLitLightmapUV","24","0","840","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","0","90","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","0","90","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","54","11","1","62.655891","0","207"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","114","11","1","138.988022","0","822"
"/Game/LevelPrototyping/Materials/M_PrototypeMovebleGrid.M_PrototypeMovebleGrid","24","50","11","1","57.841209","0","199"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","24","100","22","2","122.833923","0","398"
"/Engine/EditorMaterials/GeometryCollection/SelectedGeometryMaterial.SelectedGeometryMaterial","24","4","4","1","3.442932","0","4"
